seq,is_true,is_ignore,path,x0,x1,y0,y1,col
0,False,False,../data/crops/crop11409.png,304,264,483,398,r
0,False,False,../data/crops/crop11410.png,1490,1450,169,84,g
0,True,False,../data/crops/crop11411.png,1092,1052,408,323,r
0,False,True,../data/crops/crop11412.png,1370,1330,409,324,r
0,False,False,../data/crops/crop11413.png,834,794,461,376,g
0,False,False,../data/crops/crop11414.png,143,103,577,492,g
0,True,False,../data/crops/crop11417.png,658,618,409,324,r
0,False,False,../data/crops/crop11420.png,1795,1755,276,191,g
0,False,False,../data/crops/crop11421.png,1766,1726,305,220,g
0,False,False,../data/crops/crop11422.png,441,401,328,243,g
0,False,False,../data/crops/crop11423.png,442,402,408,323,g
0,True,False,../data/crops/crop11424.png,667,627,402,317,g
0,False,False,../data/crops/crop11426.png,140,100,421,336,g
0,False,False,../data/crops/crop11427.png,321,281,453,368,g
0,False,False,../data/crops/crop11428.png,324,284,511,426,g
0,False,False,../data/crops/crop11429.png,284,244,520,435,g
0,False,False,../data/crops/crop11430.png,1085,1045,455,370,r
0,False,False,../data/crops/crop11431.png,1040,1000,487,402,r
0,False,False,../data/crops/crop11432.png,1128,1088,489,404,r
0,False,False,../data/crops/crop11434.png,396,356,399,314,g
0,False,False,../data/crops/crop11435.png,455,415,443,358,g
0,False,False,../data/crops/crop11436.png,397,357,481,396,g
0,False,False,../data/crops/crop11437.png,1348,1308,539,454,g
0,False,False,../data/crops/crop11438.png,1347,1307,502,417,r
0,True,False,../data/crops/crop11439.png,1455,1415,285,200,g
0,False,False,../data/crops/crop11406.png,686,646,440,355,g
0,False,False,../data/crops/crop11374.png,1541,1501,437,352,g
0,False,False,../data/crops/crop11405.png,1477,1437,432,347,g
0,False,False,../data/crops/crop11403.png,1395,1355,421,336,g
0,False,False,../data/crops/crop11376.png,1404,1364,506,421,g
0,False,False,../data/crops/crop11377.png,1895,1855,506,421,g
0,False,False,../data/crops/crop11378.png,687,647,350,265,r
0,True,False,../data/crops/crop11379.png,761,721,348,263,r
0,False,False,../data/crops/crop11380.png,125,85,356,271,r
0,False,True,../data/crops/crop11381.png,1129,1089,357,272,r
0,False,True,../data/crops/crop11382.png,1126,1086,429,344,r
0,False,False,../data/crops/crop11383.png,848,808,446,361,r
0,False,False,../data/crops/crop11384.png,1223,1183,203,118,g
0,False,False,../data/crops/crop11385.png,1006,966,424,339,g
0,False,False,../data/crops/crop11386.png,1223,1183,417,332,g
0,False,False,../data/crops/crop11387.png,1541,1501,178,93,r
0,True,False,../data/crops/crop11388.png,1370,1330,386,301,r
0,True,False,../data/crops/crop11389.png,1555,1515,405,320,r
0,False,False,../data/crops/crop11390.png,1075,1035,475,390,r
0,False,False,../data/crops/crop11391.png,286,246,584,499,r
0,False,False,../data/crops/crop11392.png,539,499,584,499,r
0,True,False,../data/crops/crop11393.png,621,581,318,233,g
0,False,False,../data/crops/crop11394.png,560,520,368,283,g
0,False,False,../data/crops/crop11395.png,1521,1481,388,303,g
0,False,False,../data/crops/crop11396.png,599,559,455,370,g
0,False,False,../data/crops/crop11397.png,281,241,520,435,g
0,False,False,../data/crops/crop11398.png,1417,1377,583,498,g
0,True,False,../data/crops/crop11399.png,1599,1559,338,253,r
0,False,False,../data/crops/crop11400.png,1131,1091,553,468,r
0,False,False,../data/crops/crop11401.png,1132,1092,619,534,r
0,True,False,../data/crops/crop11402.png,483,443,188,103,g
0,False,False,../data/crops/crop11404.png,1018,978,610,525,g
0,False,False,../data/crops/crop11440.png,125,85,337,252,g
0,False,False,../data/crops/crop11306.png,859,819,481,396,r
0,False,False,../data/crops/crop11304.png,881,841,406,321,r
0,False,False,../data/crops/crop11211.png,561,521,155,70,g
0,False,False,../data/crops/crop11212.png,1677,1637,157,72,g
0,False,False,../data/crops/crop11213.png,662,622,194,109,g
0,False,False,../data/crops/crop11214.png,351,311,196,111,g
0,False,False,../data/crops/crop11215.png,593,553,217,132,g
0,False,False,../data/crops/crop11216.png,297,257,222,137,g
0,False,False,../data/crops/crop11217.png,766,726,286,201,g
0,False,False,../data/crops/crop11218.png,1569,1529,396,311,g
0,False,False,../data/crops/crop11219.png,2029,1989,407,322,g
0,False,False,../data/crops/crop11220.png,156,116,484,399,g
0,False,False,../data/crops/crop11221.png,438,398,508,423,g
0,False,False,../data/crops/crop11222.png,1175,1135,136,51,g
0,False,False,../data/crops/crop11223.png,1115,1075,164,79,g
0,False,False,../data/crops/crop11224.png,258,218,289,204,g
0,False,False,../data/crops/crop11225.png,929,889,286,201,g
0,False,False,../data/crops/crop11226.png,1137,1097,371,286,g
0,False,False,../data/crops/crop11227.png,760,720,416,331,g
0,False,False,../data/crops/crop11228.png,440,400,466,381,r
0,False,False,../data/crops/crop11230.png,1395,1355,398,313,r
0,False,False,../data/crops/crop11231.png,1355,1315,421,336,r
0,False,False,../data/crops/crop11232.png,932,892,464,379,r
0,False,False,../data/crops/crop11233.png,1125,1085,463,378,r
0,False,False,../data/crops/crop11234.png,1001,961,470,385,r
0,False,False,../data/crops/crop11235.png,866,826,477,392,r
0,False,False,../data/crops/crop11236.png,1406,1366,476,391,r
0,False,False,../data/crops/crop11237.png,457,417,517,432,r
0,False,False,../data/crops/crop11238.png,962,922,205,120,g
0,False,False,../data/crops/crop11210.png,1461,1421,139,54,g
0,False,False,../data/crops/crop11239.png,1939,1899,249,164,g
0,False,False,../data/crops/crop11209.png,210,170,137,52,g
0,True,False,../data/crops/crop11207.png,1762,1722,400,315,r
0,False,False,../data/crops/crop11178.png,1398,1358,426,341,g
0,False,False,../data/crops/crop11179.png,756,716,494,409,r
0,False,False,../data/crops/crop11180.png,1461,1421,496,411,r
0,False,False,../data/crops/crop11181.png,847,807,523,438,r
0,False,False,../data/crops/crop11182.png,387,347,572,487,r
0,False,False,../data/crops/crop11183.png,219,179,472,387,g
0,False,False,../data/crops/crop11184.png,1748,1708,138,53,g
0,False,False,../data/crops/crop11185.png,1769,1729,427,342,g
0,False,False,../data/crops/crop11186.png,1435,1395,438,353,g
0,False,False,../data/crops/crop11187.png,1391,1351,503,418,r
0,False,False,../data/crops/crop11188.png,1541,1501,437,352,g
0,False,False,../data/crops/crop11189.png,847,807,442,357,g
0,False,False,../data/crops/crop11190.png,442,402,453,368,g
0,True,False,../data/crops/crop11191.png,1473,1433,250,165,r
0,False,False,../data/crops/crop11193.png,732,692,475,390,g
0,False,False,../data/crops/crop11194.png,1015,975,396,311,g
0,False,False,../data/crops/crop11195.png,1973,1933,172,87,g
0,False,False,../data/crops/crop11196.png,1615,1575,131,46,g
0,False,False,../data/crops/crop11197.png,613,573,465,380,g
0,False,False,../data/crops/crop11198.png,178,138,140,55,g
0,True,False,../data/crops/crop11200.png,762,722,398,313,g
0,False,False,../data/crops/crop11201.png,1118,1078,388,303,r
0,False,False,../data/crops/crop11202.png,530,490,493,408,r
0,False,False,../data/crops/crop11203.png,1651,1611,149,64,g
0,False,False,../data/crops/crop11204.png,1384,1344,154,69,g
0,False,False,../data/crops/crop11205.png,583,543,413,328,g
0,False,False,../data/crops/crop11206.png,1768,1728,424,339,g
0,False,False,../data/crops/crop11208.png,340,300,131,46,g
0,False,False,../data/crops/crop11305.png,1019,979,478,393,r
0,False,False,../data/crops/crop11240.png,168,128,270,185,g
0,False,False,../data/crops/crop11242.png,1828,1788,467,382,g
0,False,False,../data/crops/crop11276.png,498,458,339,254,r
0,False,False,../data/crops/crop11277.png,1379,1339,460,375,r
0,False,False,../data/crops/crop11278.png,390,350,479,394,r
0,False,False,../data/crops/crop11279.png,241,201,493,408,r
0,False,False,../data/crops/crop11280.png,1098,1058,488,403,r
0,False,False,../data/crops/crop11281.png,478,438,495,410,r
0,False,False,../data/crops/crop11282.png,966,926,493,408,r
0,False,False,../data/crops/crop11283.png,638,598,519,434,r
0,False,False,../data/crops/crop11284.png,367,327,522,437,r
0,False,False,../data/crops/crop11285.png,49,9,539,454,r
0,False,False,../data/crops/crop11286.png,134,94,542,457,r
0,False,False,../data/crops/crop11287.png,409,369,572,487,r
0,False,False,../data/crops/crop11288.png,294,254,602,517,r
0,False,False,../data/crops/crop11289.png,259,219,655,570,r
0,False,False,../data/crops/crop11290.png,371,331,656,571,r
0,False,False,../data/crops/crop11291.png,666,626,488,403,r
0,False,False,../data/crops/crop11292.png,1828,1788,395,310,g
0,False,False,../data/crops/crop11293.png,721,681,433,348,g
0,False,False,../data/crops/crop11294.png,615,575,436,351,g
0,False,False,../data/crops/crop11295.png,156,116,465,380,g
0,False,False,../data/crops/crop11296.png,1095,1055,478,393,r
0,False,False,../data/crops/crop11297.png,963,923,479,394,r
0,False,False,../data/crops/crop11299.png,1509,1469,368,283,g
0,False,False,../data/crops/crop11300.png,1876,1836,387,302,g
0,False,False,../data/crops/crop11301.png,1546,1506,429,344,g
0,False,False,../data/crops/crop11302.png,1592,1552,488,403,g
0,False,False,../data/crops/crop11303.png,198,158,338,253,r
0,False,False,../data/crops/crop11275.png,288,248,335,250,r
0,False,False,../data/crops/crop11241.png,170,130,401,316,g
0,False,False,../data/crops/crop11274.png,1211,1171,444,359,g
0,False,False,../data/crops/crop11272.png,951,911,426,341,g
0,False,False,../data/crops/crop11243.png,1771,1731,470,385,g
0,False,False,../data/crops/crop11244.png,1969,1929,482,397,g
0,False,False,../data/crops/crop11246.png,959,919,459,374,r
0,False,False,../data/crops/crop11247.png,1015,975,468,383,r
0,False,False,../data/crops/crop11248.png,1127,1087,470,385,r
0,False,False,../data/crops/crop11249.png,808,768,482,397,r
0,False,False,../data/crops/crop11250.png,713,673,493,408,r
0,False,False,../data/crops/crop11251.png,870,830,497,412,r
0,False,False,../data/crops/crop11252.png,563,523,514,429,r
0,False,False,../data/crops/crop11253.png,210,170,553,468,r
0,False,False,../data/crops/crop11254.png,313,273,549,464,r
0,False,False,../data/crops/crop11255.png,125,85,287,202,g
0,False,False,../data/crops/crop11256.png,189,149,337,252,g
0,False,False,../data/crops/crop11257.png,419,379,382,297,g
0,False,False,../data/crops/crop11258.png,315,275,403,318,g
0,False,False,../data/crops/crop11259.png,272,232,448,363,g
0,False,False,../data/crops/crop11260.png,543,503,478,393,g
0,False,False,../data/crops/crop11261.png,673,633,501,416,g
0,False,False,../data/crops/crop11262.png,618,578,388,303,r
0,False,False,../data/crops/crop11263.png,1293,1253,451,366,r
0,False,False,../data/crops/crop11264.png,678,638,507,422,r
0,False,False,../data/crops/crop11265.png,1113,1073,482,397,r
0,False,False,../data/crops/crop11266.png,968,928,489,404,r
0,False,False,../data/crops/crop11267.png,409,369,561,476,r
0,False,False,../data/crops/crop11268.png,675,635,569,484,r
0,False,False,../data/crops/crop11270.png,446,406,404,319,g
0,False,False,../data/crops/crop11271.png,1108,1068,409,324,g
0,False,False,../data/crops/crop11273.png,738,698,439,354,g
0,False,False,../data/crops/crop11441.png,768,728,423,338,g
0,False,False,../data/crops/crop11442.png,1099,1059,505,420,r
0,False,False,../data/crops/crop11443.png,1385,1345,556,471,r
0,False,False,../data/crops/crop11617.png,1325,1285,216,131,g
0,False,False,../data/crops/crop11618.png,1056,1016,230,145,g
0,False,False,../data/crops/crop11619.png,1849,1809,247,162,g
0,False,False,../data/crops/crop11620.png,799,759,243,158,g
0,False,False,../data/crops/crop11621.png,1006,966,261,176,g
0,False,False,../data/crops/crop11622.png,1307,1267,267,182,g
0,False,False,../data/crops/crop11623.png,1097,1057,282,197,g
0,False,False,../data/crops/crop11624.png,1720,1680,334,249,g
0,False,False,../data/crops/crop11625.png,89,49,346,261,g
0,False,False,../data/crops/crop11626.png,1369,1329,521,436,g
0,False,False,../data/crops/crop11627.png,1291,1251,543,458,g
0,False,False,../data/crops/crop11628.png,804,764,583,498,g
0,False,False,../data/crops/crop11629.png,603,563,492,407,r
0,False,False,../data/crops/crop11630.png,364,324,572,487,r
0,False,False,../data/crops/crop11631.png,987,947,178,93,g
0,False,False,../data/crops/crop11632.png,1826,1786,329,244,g
0,False,False,../data/crops/crop11633.png,1058,1018,350,265,g
0,False,False,../data/crops/crop11634.png,386,346,190,105,g
0,False,False,../data/crops/crop11635.png,1019,979,268,183,g
0,False,False,../data/crops/crop11636.png,1927,1887,395,310,g
0,False,False,../data/crops/crop11637.png,1624,1584,175,90,g
0,False,False,../data/crops/crop11639.png,1771,1731,166,81,g
0,False,False,../data/crops/crop11640.png,1859,1819,348,263,g
0,False,False,../data/crops/crop11641.png,1105,1065,496,411,r
0,False,False,../data/crops/crop11642.png,1228,1188,170,85,g
0,False,False,../data/crops/crop11643.png,1355,1315,144,59,g
0,False,False,../data/crops/crop11644.png,917,877,160,75,g
0,False,False,../data/crops/crop11616.png,1540,1500,290,205,g
0,False,False,../data/crops/crop11645.png,1562,1522,166,81,g
0,False,False,../data/crops/crop11615.png,1670,1630,244,159,g
0,False,False,../data/crops/crop11613.png,432,392,206,121,g
0,False,False,../data/crops/crop11584.png,744,704,302,217,g
0,False,False,../data/crops/crop11585.png,1029,989,309,224,g
0,False,False,../data/crops/crop11586.png,848,808,310,225,g
0,False,False,../data/crops/crop11587.png,1725,1685,319,234,g
0,False,False,../data/crops/crop11588.png,1298,1258,323,238,g
0,False,False,../data/crops/crop11589.png,923,883,340,255,g
0,False,False,../data/crops/crop11590.png,1681,1641,381,296,g
0,False,False,../data/crops/crop11591.png,650,610,394,309,g
0,False,False,../data/crops/crop11592.png,1631,1591,395,310,g
0,False,False,../data/crops/crop11593.png,1944,1904,397,312,g
0,False,False,../data/crops/crop11594.png,1097,1057,411,326,g
0,False,False,../data/crops/crop11595.png,422,382,440,355,g
0,False,False,../data/crops/crop11596.png,237,197,468,383,g
0,False,False,../data/crops/crop11597.png,771,731,485,400,g
0,False,False,../data/crops/crop11599.png,70,30,536,451,g
0,False,False,../data/crops/crop11600.png,1814,1774,550,465,g
0,False,False,../data/crops/crop11601.png,1633,1593,136,51,g
0,False,False,../data/crops/crop11603.png,1429,1389,169,84,g
0,False,False,../data/crops/crop11604.png,1874,1834,151,66,g
0,False,False,../data/crops/crop11605.png,1210,1170,158,73,g
0,False,False,../data/crops/crop11606.png,523,483,166,81,g
0,False,False,../data/crops/crop11607.png,1590,1550,168,83,g
0,False,False,../data/crops/crop11608.png,1108,1068,171,86,g
0,False,False,../data/crops/crop11609.png,583,543,175,90,g
0,False,False,../data/crops/crop11610.png,1169,1129,198,113,g
0,False,False,../data/crops/crop11611.png,711,671,192,107,g
0,False,False,../data/crops/crop11612.png,1368,1328,193,108,g
0,False,False,../data/crops/crop11614.png,1764,1724,201,116,g
0,False,False,../data/crops/crop11583.png,1080,1040,317,232,g
0,False,False,../data/crops/crop11646.png,1311,1271,172,87,g
0,False,False,../data/crops/crop11648.png,1906,1866,209,124,g
0,False,False,../data/crops/crop11683.png,243,203,225,140,g
0,False,False,../data/crops/crop11684.png,68,28,299,214,g
0,False,False,../data/crops/crop11685.png,250,210,303,218,g
0,False,False,../data/crops/crop11686.png,342,302,344,259,g
0,False,False,../data/crops/crop11688.png,258,218,402,317,g
0,False,False,../data/crops/crop11689.png,326,286,409,324,g
0,False,False,../data/crops/crop11690.png,122,82,417,332,g
0,False,False,../data/crops/crop11691.png,1103,1063,425,340,r
0,False,False,../data/crops/crop11692.png,1948,1908,532,447,r
0,False,False,../data/crops/crop11693.png,149,109,160,75,g
0,False,False,../data/crops/crop11694.png,49,9,233,148,g
0,False,False,../data/crops/crop11695.png,220,180,386,301,g
0,False,False,../data/crops/crop11696.png,569,529,406,321,g
0,False,False,../data/crops/crop11697.png,1846,1806,488,403,g
0,False,False,../data/crops/crop11698.png,1948,1908,579,494,g
0,False,False,../data/crops/crop11699.png,1258,1218,443,358,g
0,False,False,../data/crops/crop11701.png,1619,1579,469,384,r
0,False,False,../data/crops/crop11702.png,1080,1040,469,384,r
0,False,False,../data/crops/crop11703.png,1341,1301,484,399,r
0,False,False,../data/crops/crop11704.png,1467,1427,428,343,g
0,False,False,../data/crops/crop11705.png,1959,1919,457,372,g
0,False,False,../data/crops/crop11706.png,1709,1669,558,473,g
0,False,False,../data/crops/crop11707.png,1313,1273,422,337,g
0,False,False,../data/crops/crop11708.png,857,817,244,159,g
0,False,False,../data/crops/crop11709.png,1361,1321,312,227,g
0,False,False,../data/crops/crop11710.png,1432,1392,358,273,g
0,False,False,../data/crops/crop11711.png,1221,1181,417,332,g
0,False,False,../data/crops/crop11682.png,222,182,164,79,g
0,False,False,../data/crops/crop11647.png,1391,1351,172,87,g
0,False,False,../data/crops/crop11681.png,520,480,508,423,g
0,False,False,../data/crops/crop11679.png,976,936,199,114,g
0,False,False,../data/crops/crop11649.png,1219,1179,312,227,g
0,False,False,../data/crops/crop11650.png,1548,1508,363,278,g
0,False,False,../data/crops/crop11651.png,1344,1304,526,441,r
0,False,False,../data/crops/crop11652.png,1411,1371,624,539,r
0,False,False,../data/crops/crop11653.png,1083,1043,139,54,g
0,False,False,../data/crops/crop11654.png,1332,1292,483,398,g
0,False,False,../data/crops/crop11655.png,1243,1203,516,431,g
0,False,False,../data/crops/crop11656.png,1369,1329,547,462,g
0,False,False,../data/crops/crop11657.png,195,155,562,477,g
0,False,False,../data/crops/crop11658.png,883,843,248,163,g
0,False,False,../data/crops/crop11659.png,862,822,378,293,g
0,False,False,../data/crops/crop11660.png,697,657,445,360,g
0,False,False,../data/crops/crop11661.png,1097,1057,369,284,g
0,False,False,../data/crops/crop11663.png,1128,1088,151,66,g
0,False,False,../data/crops/crop11664.png,403,363,462,377,g
0,False,False,../data/crops/crop11665.png,113,73,548,463,r
0,False,False,../data/crops/crop11666.png,233,193,219,134,g
0,False,False,../data/crops/crop11667.png,165,125,224,139,g
0,False,False,../data/crops/crop11668.png,297,257,232,147,g
0,False,False,../data/crops/crop11669.png,1159,1119,239,154,g
0,False,False,../data/crops/crop11670.png,330,290,288,203,g
0,False,False,../data/crops/crop11671.png,434,394,389,304,g
0,False,False,../data/crops/crop11672.png,1490,1450,440,355,g
0,False,False,../data/crops/crop11673.png,1376,1336,450,365,g
0,False,False,../data/crops/crop11674.png,370,330,475,390,g
0,False,False,../data/crops/crop11675.png,1919,1879,485,400,g
0,False,False,../data/crops/crop11677.png,1890,1850,518,433,g
0,False,False,../data/crops/crop11680.png,811,771,350,265,g
0,False,False,../data/crops/crop11582.png,1113,1073,275,190,g
0,False,False,../data/crops/crop11581.png,1486,1446,266,181,g
0,False,False,../data/crops/crop11580.png,1421,1381,266,181,g
0,False,False,../data/crops/crop11484.png,623,583,299,214,g
0,False,False,../data/crops/crop11485.png,246,206,328,243,g
0,False,False,../data/crops/crop11486.png,1201,1161,325,240,g
0,False,False,../data/crops/crop11487.png,146,106,336,251,g
0,False,False,../data/crops/crop11489.png,504,464,375,290,g
0,False,False,../data/crops/crop11490.png,136,96,398,313,g
0,False,False,../data/crops/crop11491.png,426,386,410,325,g
0,False,False,../data/crops/crop11493.png,1151,1111,440,355,g
0,False,False,../data/crops/crop11494.png,158,118,455,370,g
0,False,False,../data/crops/crop11495.png,397,357,462,377,g
0,False,False,../data/crops/crop11496.png,1069,1029,467,382,g
0,False,False,../data/crops/crop11497.png,779,739,478,393,g
0,False,False,../data/crops/crop11498.png,59,19,493,408,g
0,False,False,../data/crops/crop11499.png,222,182,496,411,g
0,False,False,../data/crops/crop11500.png,132,92,508,423,g
0,False,False,../data/crops/crop11502.png,250,210,532,447,g
0,False,False,../data/crops/crop11503.png,599,559,546,461,g
0,False,False,../data/crops/crop11504.png,256,216,585,500,g
0,False,False,../data/crops/crop11505.png,396,356,613,528,g
0,False,False,../data/crops/crop11507.png,1228,1188,364,279,g
0,False,False,../data/crops/crop11508.png,1763,1723,420,335,g
0,False,False,../data/crops/crop11509.png,1787,1747,160,75,g
0,False,False,../data/crops/crop11510.png,1930,1890,435,350,g
0,False,False,../data/crops/crop11511.png,1520,1480,466,381,g
0,False,False,../data/crops/crop11512.png,1838,1798,473,388,g
0,False,False,../data/crops/crop11513.png,1954,1914,587,502,g
0,False,False,../data/crops/crop11514.png,967,927,425,340,g
0,False,False,../data/crops/crop11483.png,317,277,294,209,g
0,False,False,../data/crops/crop11516.png,331,291,527,442,r
0,False,False,../data/crops/crop11482.png,87,47,279,194,g
0,False,False,../data/crops/crop11480.png,510,470,256,171,g
0,False,False,../data/crops/crop11444.png,1207,1167,568,483,r
0,True,False,../data/crops/crop11446.png,1779,1739,163,78,g
0,False,False,../data/crops/crop11449.png,815,775,486,401,g
0,False,False,../data/crops/crop11450.png,136,96,521,436,g
0,False,False,../data/crops/crop11451.png,1023,983,529,444,g
0,False,False,../data/crops/crop11452.png,826,786,554,469,g
0,False,True,../data/crops/crop11453.png,1894,1854,214,129,g
0,False,False,../data/crops/crop11456.png,1769,1729,262,177,r
0,False,False,../data/crops/crop11458.png,141,101,570,485,g
0,False,False,../data/crops/crop11459.png,132,92,592,507,r
0,False,False,../data/crops/crop11462.png,349,309,332,247,g
0,False,False,../data/crops/crop11463.png,1551,1511,402,317,g
0,False,False,../data/crops/crop11464.png,1593,1553,455,370,g
0,False,False,../data/crops/crop11465.png,513,473,463,378,g
0,False,False,../data/crops/crop11466.png,237,197,472,387,g
0,False,False,../data/crops/crop11467.png,304,264,541,456,g
0,False,False,../data/crops/crop11468.png,544,504,489,404,r
0,False,False,../data/crops/crop11469.png,527,487,534,449,r
0,False,False,../data/crops/crop11470.png,353,313,146,61,g
0,False,False,../data/crops/crop11471.png,1295,1255,178,93,g
0,False,False,../data/crops/crop11472.png,826,786,163,78,g
0,False,False,../data/crops/crop11473.png,409,369,197,112,g
0,False,False,../data/crops/crop11474.png,1227,1187,199,114,g
0,False,False,../data/crops/crop11475.png,869,829,201,116,g
0,False,False,../data/crops/crop11476.png,311,271,201,116,g
0,False,False,../data/crops/crop11477.png,686,646,220,135,g
0,False,False,../data/crops/crop11479.png,395,355,257,172,g
0,False,False,../data/crops/crop11481.png,288,248,257,172,g
0,False,False,../data/crops/crop11517.png,1091,1051,140,55,g
0,False,False,../data/crops/crop11518.png,1228,1188,155,70,g
0,False,False,../data/crops/crop11519.png,279,239,147,62,g
0,False,False,../data/crops/crop11553.png,1884,1844,526,441,g
0,False,False,../data/crops/crop11554.png,1378,1338,562,477,g
0,False,False,../data/crops/crop11555.png,309,269,616,531,g
0,False,False,../data/crops/crop11556.png,220,180,552,467,r
0,False,False,../data/crops/crop11557.png,1030,990,134,49,g
0,False,False,../data/crops/crop11558.png,645,605,137,52,g
0,False,False,../data/crops/crop11559.png,1506,1466,138,53,g
0,False,False,../data/crops/crop11560.png,965,925,139,54,g
0,False,False,../data/crops/crop11561.png,1655,1615,149,64,g
0,False,False,../data/crops/crop11562.png,1082,1042,173,88,g
0,False,False,../data/crops/crop11563.png,796,756,163,78,g
0,False,False,../data/crops/crop11564.png,1254,1214,170,85,g
0,False,False,../data/crops/crop11565.png,745,705,171,86,g
0,False,False,../data/crops/crop11566.png,945,905,175,90,g
0,False,False,../data/crops/crop11567.png,1896,1856,189,104,g
0,False,False,../data/crops/crop11568.png,658,618,199,114,g
0,False,False,../data/crops/crop11569.png,879,839,198,113,g
0,False,False,../data/crops/crop11570.png,1117,1077,206,121,g
0,False,False,../data/crops/crop11571.png,1454,1414,213,128,g
0,False,False,../data/crops/crop11572.png,1310,1270,245,160,g
0,False,False,../data/crops/crop11573.png,1977,1937,213,128,g
0,False,False,../data/crops/crop11574.png,1499,1459,218,133,g
0,False,False,../data/crops/crop11575.png,762,722,229,144,g
0,False,False,../data/crops/crop11576.png,1712,1672,230,145,g
0,False,False,../data/crops/crop11577.png,615,575,234,149,g
0,False,False,../data/crops/crop11578.png,1833,1793,239,154,g
0,False,False,../data/crops/crop11579.png,992,952,254,169,g
0,False,False,../data/crops/crop11551.png,387,347,471,386,g
0,False,False,../data/crops/crop11550.png,462,422,469,384,g
0,False,False,../data/crops/crop11549.png,1340,1300,469,384,g
